STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,SNOW,TMAX,TMIN,WSF1,WSFG,WSFM
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/10/1916,,0.04,0,78,56,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/11/1916,,0,0,80,62,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/12/1916,,0.01,0,77,66,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/13/1916,,0.75,0,73,38,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/14/1916,,0,0,50,31,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/15/1916,,0,0,62,33,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/16/1916,,0,0,62,54,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/17/1916,,1.25,0,60,33,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/18/1916,,0,0,40,32,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/19/1916,,0,0,52,35,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/20/1916,,0,0,73,48,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/21/1916,,0,0,79,61,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/22/1916,,1.71,0,74,56,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/23/1916,,0,0,64,44,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/24/1916,,0,0,68,40,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/25/1916,,0,0,70,46,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/26/1916,,0.24,0,74,61,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/27/1916,,0,0,77,64,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/28/1916,,0.01,0,80,63,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/29/1916,,0.01,0,76,62,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/30/1916,,0.21,0,80,62,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,1/31/1916,,0,0,76,62,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/1/1916,,1.65,0,73,39,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/2/1916,,0,0,44,33,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/3/1916,,0,0,42,27,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/4/1916,,0,0,55,30,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/5/1916,,0,0,66,41,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/6/1916,,0,0,70,45,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/7/1916,,0.08,0,70,58,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/8/1916,,0,0,74,51,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/9/1916,,0,0,75,47,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/10/1916,,0,0,76,54,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/11/1916,,0.01,0,76,52,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/12/1916,,0,0,79,52,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/13/1916,,0.16,0,72,51,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/14/1916,,0,0,51,34,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/15/1916,,0,0,51,31,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/16/1916,,0,0,66,34,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/17/1916,,0,0,71,43,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/18/1916,,0,0,72,46,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/19/1916,,0,0,70,41,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/20/1916,,0,0,68,34,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/21/1916,,0,0,73,38,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/22/1916,,0,0,72,49,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/23/1916,,0,0,75,56,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/24/1916,,0.01,0,70,45,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/25/1916,,0,0,65,44,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/26/1916,,0,0,66,37,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/27/1916,,0,0,66,42,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/28/1916,,0,0,74,47,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,2/29/1916,,0,0,71,47,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/1/1916,,0,0,72,45,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/2/1916,,0,0,81,59,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/3/1916,,0,0,74,45,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/4/1916,,0,0,64,37,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/5/1916,,0,0,75,42,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/6/1916,,0,0,74,58,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/7/1916,,0,0,77,58,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/8/1916,,0,0,73,49,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/9/1916,,0,0,64,40,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/10/1916,,0,0,73,44,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/11/1916,,0.31,0,72,57,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/12/1916,,0,0,68,38,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/13/1916,,0,0,78,46,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/14/1916,,0,0,75,53,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/15/1916,,0.4,0,73,40,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/16/1916,,0,0,56,37,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/17/1916,,0,0,71,36,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/18/1916,,0,0,75,46,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/19/1916,,0,0,79,50,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/20/1916,,0,0,80,51,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/21/1916,,0,0,80,60,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/22/1916,,0.01,0,80,60,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/23/1916,,0,0,81,60,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/24/1916,,0,0,83,62,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/25/1916,,0.11,0,85,65,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/26/1916,,0,0,74,53,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/27/1916,,0,0,70,42,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/28/1916,,0,0,73,43,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/29/1916,,0,0,80,45,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/30/1916,,0,0,80,48,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,3/31/1916,,0,0,80,50,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/1/1916,,0,0,80,56,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/2/1916,,0.62,0,76,56,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/3/1916,,0,0,65,56,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/4/1916,,0,0,67,56,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/5/1916,,0,0,72,52,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/6/1916,,0,0,72,56,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/7/1916,,1.02,0,72,59,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/8/1916,,0,0,70,46,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/9/1916,,0,0,64,43,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/10/1916,,0,0,67,39,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/11/1916,,0,0,78,48,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/12/1916,,0,0,81,49,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/13/1916,,0,0,84,56,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/14/1916,,0,0,82,56,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/15/1916,,0,0,84,55,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/16/1916,,1.22,0,80,64,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/17/1916,,0,0,79,56,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/18/1916,,0,0,85,57,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/19/1916,,0,0,84,61,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/20/1916,,0.51,0,81,69,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/21/1916,,0,0,77,62,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/22/1916,,0,0,80,55,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/23/1916,,0,0,83,53,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/24/1916,,0,0,81,60,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/25/1916,,0,0,78,56,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/26/1916,,0,0,81,52,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/27/1916,,0.01,0,69,57,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/28/1916,,0,0,71,50,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/29/1916,,0,0,74,46,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,4/30/1916,,0,0,82,46,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/1/1916,,0,0,83,63,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/2/1916,,0,0,84,64,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/3/1916,,0.23,0,76,63,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/4/1916,,0,0,78,56,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/5/1916,,0,0,81,55,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/6/1916,,0,0,85,65,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/7/1916,,0,0,86,57,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/8/1916,,0,0,88,65,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/9/1916,,0,0,88,67,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/10/1916,,0,0,90,66,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/11/1916,,0,0,91,61,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/12/1916,,0,0,97,65,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/13/1916,,0,0,93,66,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/14/1916,,0,0,92,65,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/15/1916,,0,0,91,67,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/16/1916,,0,0,88,71,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/17/1916,,0,0,83,62,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/18/1916,,1.05,0,80,55,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/19/1916,,0,0,79,56,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/20/1916,,0,0,85,60,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/21/1916,,0,0,82,66,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/22/1916,,6.78,0,80,65,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/23/1916,,0,0,84,59,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/24/1916,,0,0,86,64,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/25/1916,,0,0,89,67,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/26/1916,,0,0,90,67,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/27/1916,,0,0,95,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/28/1916,,0,0,96,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/29/1916,,0,0,93,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/30/1916,,0,0,90,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,5/31/1916,,0,0,91,71,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/1/1916,,0,0,93,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/2/1916,,0,0,93,69,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/3/1916,,0,0,92,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/4/1916,,0,0,92,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/5/1916,,0,0,90,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/6/1916,,0,0,90,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/7/1916,,0.25,0,90,67,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/8/1916,,0,0,85,66,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/9/1916,,0,0,88,63,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/10/1916,,0,0,90,64,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/11/1916,,0,0,93,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/12/1916,,1.08,0,92,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/13/1916,,0.01,0,88,71,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/14/1916,,0,0,88,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/15/1916,,0.58,0,85,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/16/1916,,0.42,0,85,69,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/17/1916,,0,0,88,69,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/18/1916,,0,0,89,69,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/19/1916,,0,0,92,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/20/1916,,0.08,0,93,71,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/21/1916,,0,0,89,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/22/1916,,0,0,92,73,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/23/1916,,0,0,92,71,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/24/1916,,0.53,0,91,71,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/25/1916,,1.24,0,90,71,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/26/1916,,0.56,0,89,66,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/27/1916,,0,0,88,69,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/28/1916,,0.06,0,90,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/29/1916,,0.28,0,89,68,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,6/30/1916,,0,0,88,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/1/1916,,0.88,0,88,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/2/1916,,0,0,90,73,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/3/1916,,0.06,0,88,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/4/1916,,0.08,0,88,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/5/1916,,0,0,84,75,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/6/1916,,0.12,0,86,73,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/7/1916,,0.05,0,84,78,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/8/1916,,0.23,0,87,75,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/9/1916,,0,0,88,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/10/1916,,0,0,89,75,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/11/1916,,0.04,0,90,73,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/12/1916,,0,0,92,71,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/13/1916,,0,0,93,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/14/1916,,0,0,93,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/15/1916,,0.73,0,92,71,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/16/1916,,0,0,90,71,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/17/1916,,0,0,89,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/18/1916,,0.26,0,92,73,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/19/1916,,0.11,0,88,74,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/20/1916,,0.61,0,84,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/21/1916,,0.13,0,82,74,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/22/1916,,0.25,0,82,74,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/23/1916,,0.35,0,88,74,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/24/1916,,1.74,0,92,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/25/1916,,0,0,94,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/26/1916,,0,0,93,73,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/27/1916,,1.24,0,92,71,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/28/1916,,0.22,0,88,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/29/1916,,0.22,0,91,69,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/30/1916,,0,0,89,75,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,7/31/1916,,0,0,92,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/1/1916,,0.06,0,92,73,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/2/1916,,0,0,92,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/3/1916,,0,0,89,71,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/4/1916,,0.7,0,88,73,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/5/1916,,0.14,0,93,76,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/6/1916,,0,0,88,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/7/1916,,1.44,0,88,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/8/1916,,0,0,86,73,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/9/1916,,0.74,0,92,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/10/1916,,0.41,0,92,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/11/1916,,0.01,0,89,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/12/1916,,0.57,0,89,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/13/1916,,0.14,0,89,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/14/1916,,0,0,89,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/15/1916,,0,0,92,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/16/1916,,0,0,94,72,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/17/1916,,0,0,93,69,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/18/1916,,0,0,95,75,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/19/1916,,0,0,95,74,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/20/1916,,0,0,93,73,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/21/1916,,0.25,0,88,70,,,
USW00012930,"NEW ORLEANS AUDUBON, LA US",29.9166,-90.1302,6.1,8/22/1916,,0,0,91,70,,,
