"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","TMAX","TMIN","WSF2","WSF5","WSFG"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-08",,"0.00","0.0","48","31",,,"20.8"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-09",,"0.00","0.0","53","36",,,"15.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-10",,"0.00","0.0","71","35",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-11",,"0.12","0.0","77","57",,,"23.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-12",,"0.02","0.0","59","42",,,"31.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-13",,"0.00","0.0","62","37",,,"15.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-14",,"0.00","0.0","68","37",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-15",,"0.00","0.0","75","55",,,"27.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-16",,"0.00","0.0","77","57",,,"20.8"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-17",,"0.00","0.0","78","62",,,"24.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-18",,"0.13","0.0","68","50",,,"17.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-19",,"0.00","0.0","73","52",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-20",,"0.00","0.0","74","53",,,"28.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-21",,"0.00","0.0","55","44",,,"25.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-22",,"0.00","0.0","64","48",,,"23.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-23",,"0.00","0.0","58","42",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-24",,"0.00","0.0","54","39",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-25",,"0.00","0.0","50","32",,,"24.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-26",,"0.00","0.0","53","35",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-27",,"0.02","0.0","68","48",,,"23.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-02-28",,"0.17","0.0","61","45",,,"25.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-01",,"0.00","0.0","65","41",,,"17.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-02",,"0.00","0.0","72","42",,,"13.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-03",,"0.00","0.0","76","51",,,"23.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-04",,"0.00","0.0","79","59",,,"13.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-05",,"0.00","0.0","80","66",,,"27.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-06",,"0.11","0.0","77","49",,,"34.4"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-07",,"0.00","0.0","57","41",,,"23.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-08",,"0.00","0.0","66","43",,,"15.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-09",,"0.00","0.0","69","45",,,"16.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-10",,"0.00","0.0","81","64",,,"17.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-11",,"0.00","0.0","82","67",,,"15.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-12",,"0.00","0.0","81","65",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-13",,"0.00","0.0","81","65",,,"17.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-14",,"0.00","0.0","82","56",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-15",,"0.00","0.0","84","63",,,"23.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-16",,"0.00","0.0","67","46",,,"27.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-17",,"0.00","0.0","72","41",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-18",,"0.00","0.0","61","48",,,"23.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-19",,"0.00","0.0","69","45",,,"24.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-20",,"0.25","0.0","72","56",,,"19.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-21",,"0.08","0.0","75","54",,,"15.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-22",,"0.00","0.0","71","50",,,"16.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-23",,"0.00","0.0","75","46",,,"16.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-24",,"0.00","0.0","78","49",,,"19.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-25",,"0.04","0.0","77","61",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-26",,"1.75","0.0","69","61",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-27",,"0.02","0.0","79","57",,,"15.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-28",,"0.00","0.0","78","60",,,"16.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-29",,"0.00","0.0","81","58",,,"17.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-30",,"0.00","0.0","79","61",,,"23.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-03-31",,"0.00","0.0","77","68",,,"31.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-01",,"0.00","0.0","77","63",,,"20.8"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-02",,"0.00","0.0","79","58",,,"19.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-03",,"0.00","0.0","80","55",,,"11.4"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-04",,"0.00","0.0","84","58",,,"15.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-05",,"0.00","0.0","82","57",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-06",,"0.00","0.0","81","59",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-07",,"0.00","0.0","83","59",,,"11.4"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-08",,"0.00","0.0","85","61",,,"15.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-09",,"0.00","0.0","81","59",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-10",,"0.00","0.0","82","62",,,"17.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-11",,"0.00","0.0","82","66",,,"13.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-12",,"0.00","0.0","83","63",,,"24.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-13",,"0.00","0.0","82","71",,,"31.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-14",,"3.68","0.0","81","66",,,"25.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-15",,"0.11","0.0","83","69",,,"20.8"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-16",,"0.00","0.0","83","72",,,"19.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-17",,"0.00","0.0","84","72",,,"12.8"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-18",,"0.00","0.0","85","69",,,"12.8"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-19",,"0.00","0.0","82","66",,,"11.4"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-20",,"0.00","0.0","86","67",,,"16.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-21",,"0.00","0.0","84","71",,,"25.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-22",,"0.00","0.0","87","72",,,"20.8"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-23",,"0.00","0.0","86","73",,,"24.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-24",,"0.16","0.0","85","73",,,"20.8"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-25",,"0.11","0.0","85","72",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-26",,"0.00","0.0","86","73",,,"25.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-27",,"0.00","0.0","75","61",,,"24.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-28",,"0.00","0.0","73","55",,,"24.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-29",,"0.00","0.0","80","53",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-04-30",,"0.00","0.0","81","70",,,"26.4"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-01",,"0.00","0.0","82","72",,,"28.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-02",,"0.85","0.0","80","64",,,"36.7"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-03",,"0.38","0.0","70","58",,,"19.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-04",,"1.03","0.0","80","62",,,"26.4"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-05",,"0.00","0.0","76","63",,,"19.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-06",,"0.00","0.0","83","72",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-07",,"0.00","0.0","86","66",,,"20.8"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-08",,"0.00","0.0","87","63",,,"19.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-09",,"0.00","0.0","82","65",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-10",,"0.00","0.0","83","62",,,"24.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-11",,"0.00","0.0","85","75",,,"28.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-12",,"0.00","0.0","87","75",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-13",,"0.00","0.0","88","71",,,"30.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-14",,"0.00","0.0","87","75",,,"26.4"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-15",,"0.24","0.0","81","60",,,"28.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-16",,"0.00","0.0","77","56",,,"20.8"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-17",,"0.00","0.0","81","55",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-18",,"0.00","0.0","85","60",,,"15.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-19",,"0.00","0.0","85","64",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-20",,"0.01","0.0","83","61",,,"23.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-21",,"0.16","0.0","77","70",,,"19.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-22",,"0.13","0.0","72","65",,,"32.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-23",,"0.00","0.0","78","61",,,"26.4"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-24",,"0.00","0.0","82","56",,,"16.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-25",,"0.00","0.0","85","62",,,"16.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-26",,"0.00","0.0","85","60",,,"23.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-27",,"0.00","0.0","86","64",,,"16.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-28",,"0.00","0.0","86","68",,,"16.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-29",,"0.00","0.0","86","66",,,"20.8"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-30",,"0.00","0.0","86","71",,,"24.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-05-31",,"0.15","0.0","87","72",,,"28.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-01",,"0.39","0.0","88","70",,,"30.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-02",,"0.21","0.0","83","71",,,"17.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-03",,"0.00","0.0","83","72",,,"17.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-04",,"0.00","0.0","84","71",,,"17.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-05",,"0.00","0.0","85","68",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-06",,"0.00","0.0","84","69",,,"23.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-07",,"0.07","0.0","84","68",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-08",,"0.00","0.0","86","68",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-09",,"1.29","0.0","86","72",,,"24.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-10",,"0.00","0.0","85","69",,,"19.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-11",,"0.00","0.0","87","73",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-12",,"0.00","0.0","87","71",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-13",,"0.00","0.0","87","71",,,"19.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-14",,"0.00","0.0","88","73",,,"19.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-15",,"0.25","0.0","86","72",,,"23.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-16",,"0.23","0.0","84","72",,,"23.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-17",,"0.05","0.0","86","72",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-18",,"0.00","0.0","89","72",,,"19.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-19",,"0.00","0.0","91","73",,,"12.8"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-20",,"0.00","0.0","89","75",,,"16.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-21",,"0.00","0.0","89","73",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-22",,"0.00","0.0","91","74",,,"19.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-23",,"0.00","0.0","91","75",,,"16.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-24",,"0.00","0.0","92","75",,,"17.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-25",,"0.00","0.0","93","75",,,"13.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-26",,"0.01","0.0","93","77",,,"28.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-27",,"0.00","0.0","98","75",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-28",,"0.44","0.0","89","73",,,"24.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-29",,"0.18","0.0","89","75",,,"25.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-06-30",,"0.00","0.0","92","75",,,"15.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-01",,"0.00","0.0","92","76",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-02",,"0.15","0.0","91","78",,,"24.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-03",,"0.15","0.0","91","73",,,"33.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-04",,"0.07","0.0","90","72",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-05",,"0.46","0.0","89","71",,,"32.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-06",,"0.49","0.0","87","70",,,"31.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-07",,"0.00","0.0","89","69",,,"30.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-08",,"0.26","0.0","91","72",,,"27.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-09",,"0.05","0.0","91","76",,,"20.8"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-10",,"0.23","0.0","89","73",,,"19.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-11",,"0.02","0.0","88","75",,,"16.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-12",,"0.09","0.0","90","73",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-13",,"1.31","0.0","86","71",,,"28.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-14",,"0.00","0.0","85","70",,,"17.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-15",,"0.00","0.0","81","63",,,"19.5"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-16",,"0.00","0.0","84","62",,,"16.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-17",,"0.00","0.0","86","66",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-18",,"0.87","0.0","87","70",,,"17.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-19",,"0.54","0.0","86","72",,,"13.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-20",,"0.11","0.0","82","73",,,"24.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-21",,"0.00","0.0","88","75",,,"23.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-22",,"0.25","0.0","85","73",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-23",,"0.00","0.0","89","70",,,"18.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-24",,"0.25","0.0","90","71",,,"26.4"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-25",,"0.00","0.0","90","73",,,"16.1"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-26",,"0.00","0.0","90","73",,,"10.3"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-27",,"0.00","0.0","90","73",,,"17.2"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-28",,"0.00","0.0","90","74",,,"23.0"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-29",,"0.00","0.0","88","76",,,"21.9"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-30",,"0.00","0.0","88","74",,,"20.8"
"USW00012958","NEW ORLEANS ALVIN CALLENDER FIELD, LA US","29.81667","-90.01667","1.5","1967-07-31",,"0.03","0.0","89","75",,,"19.5"
